antecedents,consequents,zhang metric2
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN'})",0.47151805944288955
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN'})",0.3695245835026412
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",0.3695245835026412
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.10799404036299606
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.10799404036299606
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.20139780577001218
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG  BLACK SKULL.'})",0.20139780577001218
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",0.11603092815934672
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN'})",0.11603092815934672
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.2875814992806636
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.2875814992806636
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.20344655344655346
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.20344655344655346
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})","frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG  BLACK SKULL.'})",0.0799667096561057
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN'})","frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.0799667096561057
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})","frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN'})",0.23713438647727775
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN'})","frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",0.23713438647727775
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})","frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN'})",0.22623630628409597
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG  BLACK SKULL.'})","frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",0.22623630628409597
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG  BLACK SKULL.'})",0.3536377493321095
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG  BLACK SKULL.'})",0.3536377493321095
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.09454737397730273
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN'})",0.09454737397730273
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.39791532344723834
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.39791532344723834
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.47584843993463316
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.47584843993463316
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",0.15938888286921662
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",0.15938888286921662
"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.36702073158236287
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.36702073158236287
"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.8730859835100118
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.8730859835100118
frozenset({'JUMBO BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",0.08618579234972676
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",0.08618579234972676
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.588253368790364
"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.588253368790364
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.042623133807729884
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG RED RETROSPOT'})",0.042623133807729884
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",0.09121436938695823
frozenset({'JUMBO BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",0.09121436938695823
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.5004082525333527
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.5004082525333527
"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.16429879471926653
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.16429879471926653
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})","frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.3214062331500054
"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})","frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.3214062331500054
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})","frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG RED RETROSPOT'})",0.2886688328433648
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG RED RETROSPOT'})","frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",0.2886688328433648
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})","frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",0.5313364966389877
"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})","frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",0.5313364966389877
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG RED RETROSPOT'})",0.5518725696105139
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.5518725696105139
frozenset({'JUMBO BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.4181812195443172
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'JUMBO BAG RED RETROSPOT'})",0.4181812195443172
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.554330030159414
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.554330030159414
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.3900408109531333
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.3900408109531333
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.44454144840774934
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.44454144840774934
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'HEART OF WICKER LARGE'}),0.5880482889022794
frozenset({'HEART OF WICKER LARGE'}),frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.5880482889022794
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.5462560863271483
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.5462560863271483
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.4044611133043822
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.4044611133043822
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.48025697161109704
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.48025697161109704
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.5893452639864124
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",0.5893452639864124
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.43460579824216194
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.43460579824216194
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.5559085542556617
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",0.5559085542556617
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",0.5391503864917245
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",0.5391503864917245
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.44954166237511595
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'JAM MAKING SET PRINTED'}),0.5724876011485251
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.4657024793388429
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'JAM MAKING SET PRINTED'}),0.4657024793388429
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.5724876011485251
frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),frozenset({'JAM MAKING SET PRINTED'}),0.44954166237511595
frozenset({'RECIPE BOX PANTRY YELLOW DESIGN'}),frozenset({'JAM MAKING SET PRINTED'}),0.5251954513148542
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'RECIPE BOX PANTRY YELLOW DESIGN'}),0.5251954513148542
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN'}),0.49054373522458633
frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN'}),frozenset({'JAM MAKING SET PRINTED'}),0.49054373522458633
frozenset({'SET OF 4 PANTRY JELLY MOULDS'}),frozenset({'JAM MAKING SET PRINTED'}),0.5759543486816214
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'SET OF 4 PANTRY JELLY MOULDS'}),0.5759543486816214
frozenset({'PHOTO FRAME CORNICE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.36577519976729467
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'PHOTO FRAME CORNICE'}),0.36577519976729467
frozenset({'HEART OF WICKER SMALL'}),frozenset({'PHOTO FRAME CORNICE'}),0.58460834156567
frozenset({'PHOTO FRAME CORNICE'}),frozenset({'HEART OF WICKER SMALL'}),0.58460834156567
frozenset({'PHOTO FRAME CORNICE'}),frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.5929161747343565
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),frozenset({'PHOTO FRAME CORNICE'}),0.5929161747343565
frozenset({'PHOTO FRAME CORNICE'}),frozenset({'HEART OF WICKER LARGE'}),0.5430691757222369
frozenset({'HEART OF WICKER LARGE'}),frozenset({'PHOTO FRAME CORNICE'}),0.5430691757222369
frozenset({'PHOTO FRAME CORNICE'}),frozenset({'REX CASH+CARRY JUMBO SHOPPER'}),0.6700235571260306
frozenset({'REX CASH+CARRY JUMBO SHOPPER'}),frozenset({'PHOTO FRAME CORNICE'}),0.6700235571260306
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'PHOTO FRAME CORNICE'}),0.25639574066585796
frozenset({'PHOTO FRAME CORNICE'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.25639574066585796
"frozenset({'HEART OF WICKER SMALL', 'PHOTO FRAME CORNICE'})",frozenset({'HEART OF WICKER LARGE'}),0.6876401061520588
"frozenset({'HEART OF WICKER SMALL', 'HEART OF WICKER LARGE'})",frozenset({'PHOTO FRAME CORNICE'}),0.6876401061520588
"frozenset({'PHOTO FRAME CORNICE', 'HEART OF WICKER LARGE'})",frozenset({'HEART OF WICKER SMALL'}),0.21562959989294794
frozenset({'HEART OF WICKER SMALL'}),"frozenset({'PHOTO FRAME CORNICE', 'HEART OF WICKER LARGE'})",0.21562959989294794
frozenset({'PHOTO FRAME CORNICE'}),"frozenset({'HEART OF WICKER SMALL', 'HEART OF WICKER LARGE'})",0.19312857332801492
frozenset({'HEART OF WICKER LARGE'}),"frozenset({'HEART OF WICKER SMALL', 'PHOTO FRAME CORNICE'})",0.4213207553766919
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.5033048706653583
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.5033048706653583
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.4213207553766919
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.19312857332801492
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.2515439458976899
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.2515439458976899
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.3478084207084977
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.3478084207084977
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.37170765569218567
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG CARS BLUE'}),0.37170765569218567
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.16391625415007088
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.16391625415007088
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.4475729761018771
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.4475729761018771
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN'})",0.144810040292639
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.144810040292639
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.3111872146118721
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.3111872146118721
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.25716062544420754
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.25716062544420754
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.3626817042606516
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",0.3626817042606516
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.2008953282780784
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.21680604071839382
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.3312466559657571
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN'})",0.3312466559657571
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.21680604071839382
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.2008953282780784
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.18731668009669622
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.4260778809472397
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.2921239268383725
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG  BLACK SKULL.'})",0.2921239268383725
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",0.4260778809472397
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.18731668009669622
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.2753524865789629
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.2753524865789629
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.23689966971682277
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG  BLACK SKULL.'})",0.23689966971682277
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",0.28988558352402743
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.28988558352402743
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.16549687787405004
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG CARS BLUE'}),0.18233079404858799
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.27646666962739264
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN'})",0.27646666962739264
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.18233079404858799
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.16549687787405004
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG WOODLAND'}),0.2733403582718651
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.2733403582718651
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.2691689481586152
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.2691689481586152
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.30202429149797566
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.30202429149797566
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG WOODLAND'}),0.21448463473903784
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.3581277840569111
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'LUNCH BAG WOODLAND'}),0.23382497887918893
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.23382497887918893
frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'LUNCH BAG WOODLAND'}),0.3581277840569111
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.21448463473903784
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG WOODLAND'}),0.16843526914914142
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.4219329388560158
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG WOODLAND'}),0.26169314796425025
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG CARS BLUE'}),0.26169314796425025
frozenset({'REX CASH+CARRY JUMBO SHOPPER'}),frozenset({'LUNCH BAG WOODLAND'}),0.4219329388560158
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'REX CASH+CARRY JUMBO SHOPPER'}),0.16843526914914142
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG WOODLAND'}),0.1566958929395478
